Date,Open,High,Low,Close
5/12/2016 21:00:00,163.78,163.78,163.78,163.78
5/12/2016 20:00:00,163.73,163.83,163.73,163.8
5/12/2016 19:00:00,163.69,163.75,163.66,163.73
5/12/2016 18:00:00,163.77,163.82,163.67,163.7
5/12/2016 17:00:00,163.77,163.82,163.7,163.77
5/12/2016 16:00:00,163.8,163.85,163.75,163.78
5/12/2016 15:00:00,163.88,163.89,163.78,163.8
5/12/2016 14:00:00,163.75,163.88,163.64,163.88
5/12/2016 13:00:00,163.81,163.97,163.74,163.74
5/12/2016 12:00:00,163.82,163.89,163.78,163.8
5/12/2016 11:00:00,163.66,163.84,163.62,163.81
5/12/2016 10:00:00,164.07,164.11,163.66,163.66
5/12/2016 9:00:00,164.3,164.33,164.04,164.07
5/12/2016 8:00:00,164.25,164.49,164.24,164.31
5/12/2016 7:00:00,164.2,164.26,164.15,164.25
5/11/2016 21:00:00,164.25,164.25,164.25,164.25
5/11/2016 20:00:00,164.22,164.26,164.18,164.25
5/11/2016 19:00:00,164.3,164.3,164.21,164.22
5/11/2016 18:00:00,164.18,164.29,164.17,164.29
5/11/2016 17:00:00,164.09,164.21,164.09,164.18
5/11/2016 16:00:00,164.14,164.22,164.08,164.09
5/11/2016 15:00:00,164.19,164.22,164.07,164.14
5/11/2016 14:00:00,164.09,164.2,164.09,164.19
5/11/2016 13:00:00,164.01,164.13,163.97,164.09
5/11/2016 12:00:00,164.17,164.18,163.98,164
5/11/2016 11:00:00,164.24,164.26,164.15,164.18
5/11/2016 10:00:00,164.3,164.35,164.22,164.24
5/11/2016 9:00:00,164.29,164.35,164.24,164.29
5/11/2016 8:00:00,164.24,164.32,164.18,164.3
5/11/2016 7:00:00,164.26,164.28,164.14,164.23
5/10/2016 21:00:00,164.19,164.19,164.19,164.19
5/10/2016 20:00:00,164.17,164.21,164.16,164.19
5/10/2016 19:00:00,164.18,164.2,164.15,164.18
5/10/2016 18:00:00,164.21,164.23,164.16,164.18
5/10/2016 17:00:00,164.12,164.22,164.05,164.22
5/10/2016 16:00:00,164.2,164.32,164.11,164.12
5/10/2016 15:00:00,164.18,164.24,164.12,164.2
5/10/2016 14:00:00,164.34,164.36,164.12,164.17
5/10/2016 13:00:00,164.22,164.35,164.2,164.34
5/10/2016 12:00:00,164.23,164.29,164.15,164.22
5/10/2016 11:00:00,164.1,164.25,164.08,164.23
5/10/2016 10:00:00,163.97,164.13,163.92,164.11
5/10/2016 9:00:00,163.91,163.98,163.86,163.97
5/10/2016 8:00:00,163.95,163.99,163.88,163.91
5/10/2016 7:00:00,164.05,164.11,163.91,163.94
5/9/2016 21:00:00,164.06,164.06,164.06,164.06
5/9/2016 20:00:00,164.06,164.09,164.06,164.09
5/9/2016 19:00:00,164.07,164.09,164.05,164.06
5/9/2016 18:00:00,164.09,164.1,164.05,164.07
5/9/2016 17:00:00,164.11,164.14,164.05,164.1
5/9/2016 16:00:00,164.1,164.13,164.02,164.11
5/9/2016 15:00:00,163.87,164.14,163.81,164.11
5/9/2016 14:00:00,164.02,164.02,163.86,163.87
5/9/2016 13:00:00,163.98,164.02,163.88,164.02
5/9/2016 12:00:00,163.92,164.04,163.88,163.98
5/9/2016 11:00:00,163.69,163.95,163.69,163.93
5/9/2016 10:00:00,163.67,163.7,163.61,163.7
5/9/2016 9:00:00,163.74,163.81,163.62,163.66
5/9/2016 8:00:00,163.63,163.85,163.61,163.74
5/9/2016 7:00:00,163.52,163.72,163.5,163.63
5/6/2016 21:00:00,163.61,163.61,163.61,163.61
5/6/2016 20:00:00,163.68,163.68,163.61,163.61
5/6/2016 19:00:00,163.68,163.71,163.62,163.67
5/6/2016 18:00:00,163.84,163.84,163.67,163.67
5/6/2016 17:00:00,163.86,163.88,163.8,163.84
5/6/2016 16:00:00,163.83,163.88,163.75,163.86
5/6/2016 15:00:00,163.6,163.84,163.51,163.83
5/6/2016 14:00:00,163.82,163.82,163.42,163.59
5/6/2016 13:00:00,163.68,163.93,163.58,163.82
5/6/2016 12:00:00,163.68,163.74,163.64,163.68
5/6/2016 11:00:00,163.66,163.72,163.62,163.68
5/6/2016 10:00:00,163.66,163.74,163.62,163.65
5/6/2016 9:00:00,163.59,163.67,163.55,163.66
5/6/2016 8:00:00,163.72,163.79,163.51,163.59
5/6/2016 7:00:00,163.8,163.8,163.65,163.72
5/5/2016 21:00:00,163.83,163.83,163.83,163.83
5/5/2016 20:00:00,163.81,163.85,163.8,163.83
5/5/2016 19:00:00,163.79,163.86,163.77,163.81
5/5/2016 18:00:00,163.66,163.8,163.66,163.78
5/5/2016 17:00:00,163.62,163.69,163.57,163.67
5/5/2016 16:00:00,163.43,163.66,163.41,163.61
5/5/2016 15:00:00,163.32,163.46,163.24,163.43
5/5/2016 14:00:00,163.38,163.44,163.28,163.32
5/5/2016 13:00:00,163.06,163.43,163.06,163.39
5/5/2016 12:00:00,163.12,163.24,163.05,163.06
5/5/2016 11:00:00,162.95,163.25,162.95,163.12
5/5/2016 10:00:00,162.84,162.95,162.73,162.95
5/5/2016 9:00:00,162.87,162.98,162.82,162.84
5/5/2016 8:00:00,162.85,162.92,162.76,162.87
5/5/2016 7:00:00,162.99,163.01,162.82,162.86
5/4/2016 21:00:00,163.05,163.05,163.05,163.05
5/4/2016 20:00:00,162.99,163.05,162.98,163.04
5/4/2016 19:00:00,163,163.01,162.93,162.99
5/4/2016 18:00:00,162.98,163.05,162.95,162.99
5/4/2016 17:00:00,162.96,163,162.86,162.98
5/4/2016 16:00:00,163,163.04,162.9,162.97
5/4/2016 15:00:00,162.77,163.02,162.68,163.01
5/4/2016 14:00:00,163.01,163.02,162.76,162.77
5/4/2016 13:00:00,162.91,163.09,162.82,163.01
5/4/2016 12:00:00,163.02,163.02,162.89,162.91
5/4/2016 11:00:00,162.96,163.05,162.9,163.01
5/4/2016 10:00:00,162.9,163.04,162.85,162.95
5/4/2016 9:00:00,162.7,162.99,162.69,162.9
5/4/2016 8:00:00,162.82,162.84,162.67,162.71
5/4/2016 7:00:00,162.9,162.93,162.71,162.81
5/3/2016 21:00:00,162.9,162.9,162.9,162.9
5/3/2016 20:00:00,162.9,162.93,162.88,162.88
5/3/2016 19:00:00,162.94,162.95,162.89,162.9
5/3/2016 18:00:00,162.97,162.98,162.93,162.95
5/3/2016 17:00:00,163,163.04,162.95,162.96
5/3/2016 16:00:00,163.03,163.09,162.98,163
5/3/2016 15:00:00,163.04,163.12,162.93,163.02
5/3/2016 14:00:00,162.74,163.07,162.72,163.05
5/3/2016 13:00:00,162.59,162.83,162.59,162.74
5/3/2016 12:00:00,162.72,162.82,162.59,162.6
5/3/2016 11:00:00,162.45,162.83,162.44,162.72
5/3/2016 10:00:00,162.44,162.47,162.36,162.44
5/3/2016 9:00:00,162.07,162.54,162.02,162.44
5/3/2016 8:00:00,162,162.12,162,162.06
5/3/2016 7:00:00,162.03,162.08,161.9,162.01
5/2/2016 21:00:00,161.9,161.9,161.9,161.9
5/2/2016 20:00:00,161.88,161.95,161.86,161.9
5/2/2016 19:00:00,161.97,161.98,161.86,161.89
5/2/2016 18:00:00,162.06,162.1,161.95,161.97
5/2/2016 17:00:00,162.07,162.11,162.02,162.06
5/2/2016 16:00:00,162.01,162.08,161.84,162.07
5/2/2016 15:00:00,162.14,162.15,161.89,162
5/2/2016 14:00:00,162.04,162.14,161.94,162.14
5/2/2016 13:00:00,162.35,162.36,162.04,162.04
5/2/2016 12:00:00,162.34,162.4,162.29,162.34
5/2/2016 11:00:00,162.31,162.38,162.26,162.34
5/2/2016 10:00:00,162.21,162.32,162.18,162.31
5/2/2016 9:00:00,162.2,162.22,162.09,162.2
5/2/2016 8:00:00,162.16,162.27,162.14,162.21
5/2/2016 7:00:00,162.05,162.17,162.01,162.15
4/29/2016 21:00:00,161.98,161.98,161.98,161.98
4/29/2016 20:00:00,162.05,162.07,161.98,161.98
4/29/2016 19:00:00,161.97,162.06,161.91,162.06
4/29/2016 18:00:00,161.86,161.97,161.81,161.96
4/29/2016 17:00:00,162.04,162.05,161.81,161.87
4/29/2016 16:00:00,161.79,162.1,161.76,162.03
4/29/2016 15:00:00,161.85,161.94,161.57,161.8
4/29/2016 14:00:00,161.92,162,161.75,161.84
4/29/2016 13:00:00,162.19,162.21,161.65,161.92
4/29/2016 12:00:00,162.26,162.28,162.17,162.2
4/29/2016 11:00:00,162.36,162.37,162.12,162.26
4/29/2016 10:00:00,162.44,162.48,162.33,162.36
4/29/2016 9:00:00,162.38,162.46,162.25,162.44
4/29/2016 8:00:00,162.57,162.59,162.36,162.38
4/29/2016 7:00:00,162.45,162.6,162.34,162.57
4/28/2016 21:00:00,162.45,162.45,162.45,162.45
4/28/2016 20:00:00,162.36,162.49,162.36,162.48
4/28/2016 19:00:00,162.34,162.37,162.31,162.37
4/28/2016 18:00:00,162.27,162.36,162.27,162.33
4/28/2016 17:00:00,162.25,162.3,162.23,162.26
4/28/2016 16:00:00,162.28,162.39,162.23,162.24
4/28/2016 15:00:00,162.31,162.37,162.21,162.28
4/28/2016 14:00:00,162.35,162.4,162.22,162.31
4/28/2016 13:00:00,162.53,162.56,162.28,162.36
4/28/2016 12:00:00,162.52,162.63,162.48,162.54
4/28/2016 11:00:00,162.62,162.64,162.47,162.53
4/28/2016 10:00:00,162.74,162.79,162.6,162.61
4/28/2016 9:00:00,162.49,162.79,162.44,162.74
4/28/2016 8:00:00,162.62,162.67,162.44,162.49
4/28/2016 7:00:00,162.28,162.67,162.26,162.61
4/27/2016 21:00:00,162.14,162.14,162.14,162.14
4/27/2016 20:00:00,162.13,162.15,162.07,162.14
4/27/2016 19:00:00,161.85,162.15,161.71,162.13
4/27/2016 18:00:00,161.84,161.86,161.81,161.84
4/27/2016 17:00:00,161.83,161.86,161.79,161.83
4/27/2016 16:00:00,161.82,161.93,161.74,161.83
4/27/2016 15:00:00,161.7,161.84,161.64,161.81
4/27/2016 14:00:00,161.76,161.78,161.53,161.7
4/27/2016 13:00:00,161.77,161.86,161.7,161.76
4/27/2016 12:00:00,161.88,161.91,161.74,161.77
4/27/2016 11:00:00,161.78,161.89,161.73,161.88
4/27/2016 10:00:00,161.74,161.81,161.62,161.78
4/27/2016 9:00:00,161.78,161.79,161.67,161.73
4/27/2016 8:00:00,161.72,161.82,161.65,161.78
4/27/2016 7:00:00,161.65,161.76,161.62,161.72
4/26/2016 21:00:00,161.54,161.54,161.54,161.54
4/26/2016 20:00:00,161.56,161.56,161.51,161.54
4/26/2016 19:00:00,161.5,161.58,161.5,161.56
4/26/2016 18:00:00,161.5,161.58,161.48,161.51
4/26/2016 17:00:00,161.61,161.62,161.46,161.51
4/26/2016 16:00:00,161.68,161.7,161.56,161.62
4/26/2016 15:00:00,161.74,161.81,161.65,161.68
4/26/2016 14:00:00,161.69,161.85,161.65,161.74
4/26/2016 13:00:00,161.82,161.89,161.63,161.69
4/26/2016 12:00:00,161.84,161.94,161.78,161.83
4/26/2016 11:00:00,161.93,162.03,161.82,161.84
4/26/2016 10:00:00,162,162.06,161.88,161.93
4/26/2016 9:00:00,162.17,162.26,161.91,162
4/26/2016 8:00:00,162.25,162.25,162.09,162.17
4/26/2016 7:00:00,162.22,162.31,162.19,162.25
4/25/2016 21:00:00,162.1,162.1,162.1,162.1
4/25/2016 20:00:00,162.06,162.15,162.06,162.1
4/25/2016 19:00:00,162.1,162.13,162.06,162.06
4/25/2016 18:00:00,162.12,162.12,162,162.1
4/25/2016 17:00:00,162.11,162.13,162.06,162.12
4/25/2016 16:00:00,162.17,162.19,162.01,162.11
4/25/2016 15:00:00,161.98,162.24,161.92,162.16
4/25/2016 14:00:00,162.4,162.4,161.9,162
4/25/2016 13:00:00,162.67,162.7,162.39,162.41
4/25/2016 12:00:00,162.69,162.76,162.66,162.68
4/25/2016 11:00:00,162.64,162.71,162.6,162.69
4/25/2016 10:00:00,162.79,162.8,162.59,162.64
4/25/2016 9:00:00,162.6,162.79,162.6,162.79
4/25/2016 8:00:00,162.52,162.65,162.49,162.6
4/25/2016 7:00:00,162.7,162.79,162.43,162.52
4/22/2016 21:00:00,162.59,162.59,162.59,162.59
4/22/2016 20:00:00,162.54,162.6,162.53,162.59
4/22/2016 19:00:00,162.53,162.55,162.48,162.54
4/22/2016 18:00:00,162.58,162.58,162.49,162.53
4/22/2016 17:00:00,162.5,162.6,162.48,162.57
4/22/2016 16:00:00,162.48,162.51,162.46,162.51
4/22/2016 15:00:00,162.39,162.49,162.34,162.47
4/22/2016 14:00:00,162.41,162.5,162.38,162.38
4/22/2016 13:00:00,162.54,162.56,162.41,162.42
4/22/2016 12:00:00,162.58,162.64,162.53,162.54
4/22/2016 11:00:00,162.58,162.62,162.55,162.58
4/22/2016 10:00:00,162.66,162.68,162.56,162.59
4/22/2016 9:00:00,162.5,162.68,162.45,162.65
4/22/2016 8:00:00,162.53,162.59,162.43,162.49
4/22/2016 7:00:00,162.57,162.66,162.47,162.53
4/21/2016 21:00:00,162.55,162.55,162.55,162.55
4/21/2016 20:00:00,162.51,162.57,162.47,162.56
4/21/2016 19:00:00,162.47,162.52,162.45,162.51
4/21/2016 18:00:00,162.42,162.49,162.39,162.47
4/21/2016 17:00:00,162.38,162.48,162.36,162.42
4/21/2016 16:00:00,162.65,162.66,162.37,162.37
4/21/2016 15:00:00,162.82,162.87,162.65,162.66
4/21/2016 14:00:00,162.49,162.83,162.33,162.81
4/21/2016 13:00:00,162.64,162.78,162.33,162.49
4/21/2016 12:00:00,162.67,162.75,162.56,162.64
4/21/2016 11:00:00,162.8,162.81,162.62,162.67
4/21/2016 10:00:00,162.92,162.95,162.72,162.79
4/21/2016 9:00:00,163.09,163.1,162.9,162.92
4/21/2016 8:00:00,163.26,163.34,163.05,163.09
4/21/2016 7:00:00,163.22,163.28,163.14,163.27
4/20/2016 21:00:00,163.25,163.25,163.25,163.25
4/20/2016 20:00:00,163.22,163.28,163.19,163.25
4/20/2016 19:00:00,163.37,163.39,163.22,163.22
4/20/2016 18:00:00,163.42,163.43,163.36,163.37
4/20/2016 17:00:00,163.57,163.58,163.38,163.42
4/20/2016 16:00:00,163.68,163.74,163.57,163.57
4/20/2016 15:00:00,163.6,163.73,163.53,163.67
4/20/2016 14:00:00,163.5,163.65,163.47,163.59
4/20/2016 13:00:00,163.44,163.58,163.42,163.5
4/20/2016 12:00:00,163.4,163.46,163.34,163.43
4/20/2016 11:00:00,163.5,163.56,163.39,163.4
4/20/2016 10:00:00,163.64,163.68,163.46,163.51
4/20/2016 9:00:00,163.67,163.69,163.58,163.64
4/20/2016 8:00:00,163.63,163.7,163.58,163.67
4/20/2016 7:00:00,163.52,163.69,163.5,163.63
4/19/2016 21:00:00,163.32,163.32,163.32,163.32
4/19/2016 20:00:00,163.33,163.34,163.31,163.32
4/19/2016 19:00:00,163.36,163.39,163.33,163.34
4/19/2016 18:00:00,163.44,163.44,163.35,163.36
4/19/2016 17:00:00,163.35,163.47,163.34,163.43
4/19/2016 16:00:00,163.14,163.35,163.11,163.35
4/19/2016 15:00:00,163.23,163.25,163.09,163.13
4/19/2016 14:00:00,163.32,163.34,163.18,163.23
4/19/2016 13:00:00,163.26,163.36,163.17,163.32
4/19/2016 12:00:00,163.25,163.39,163.24,163.26
4/19/2016 11:00:00,163.18,163.31,163.17,163.26
4/19/2016 10:00:00,163.28,163.33,163.11,163.19
4/19/2016 9:00:00,163.44,163.45,163.27,163.28
4/19/2016 8:00:00,163.51,163.6,163.4,163.44
4/19/2016 7:00:00,163.4,163.54,163.31,163.51
4/18/2016 21:00:00,163.49,163.49,163.49,163.49
4/18/2016 20:00:00,163.48,163.51,163.46,163.49
4/18/2016 19:00:00,163.47,163.5,163.46,163.49
4/18/2016 18:00:00,163.42,163.48,163.42,163.47
4/18/2016 17:00:00,163.46,163.51,163.41,163.42
4/18/2016 16:00:00,163.57,163.58,163.36,163.47
4/18/2016 15:00:00,163.61,163.67,163.52,163.57
4/18/2016 14:00:00,163.59,163.67,163.51,163.61
4/18/2016 13:00:00,163.75,163.82,163.54,163.58
4/18/2016 12:00:00,163.68,163.77,163.65,163.74
4/18/2016 11:00:00,163.84,163.88,163.63,163.68
4/18/2016 10:00:00,163.92,163.94,163.8,163.84
4/18/2016 9:00:00,163.95,164.06,163.86,163.91
4/18/2016 8:00:00,163.92,163.98,163.8,163.94
4/18/2016 7:00:00,164.09,164.17,163.9,163.92
4/15/2016 21:00:00,163.84,163.84,163.84,163.84
4/15/2016 20:00:00,163.88,163.91,163.84,163.84
4/15/2016 19:00:00,163.96,163.96,163.88,163.88
4/15/2016 18:00:00,163.93,163.97,163.93,163.96
4/15/2016 17:00:00,163.94,164,163.9,163.94
4/15/2016 16:00:00,163.94,163.97,163.82,163.94
4/15/2016 15:00:00,163.73,163.96,163.73,163.95
4/15/2016 14:00:00,163.72,163.76,163.57,163.72
4/15/2016 13:00:00,163.77,163.79,163.64,163.71
4/15/2016 12:00:00,163.77,163.82,163.71,163.77
4/15/2016 11:00:00,163.69,163.85,163.69,163.77
4/15/2016 10:00:00,163.72,163.75,163.66,163.7
4/15/2016 9:00:00,163.7,163.73,163.57,163.73
4/15/2016 8:00:00,163.54,163.75,163.52,163.71
4/15/2016 7:00:00,163.34,163.61,163.27,163.55
4/14/2016 21:00:00,163.34,163.34,163.34,163.34
4/14/2016 20:00:00,163.37,163.37,163.29,163.33
4/14/2016 19:00:00,163.37,163.38,163.27,163.37
4/14/2016 18:00:00,163.29,163.43,163.29,163.37
4/14/2016 17:00:00,163.38,163.42,163.28,163.31
4/14/2016 16:00:00,163.53,163.55,163.35,163.38
4/14/2016 15:00:00,163.55,163.64,163.45,163.53
4/14/2016 14:00:00,163.27,163.58,163.25,163.55
4/14/2016 13:00:00,163.46,163.55,163.17,163.28
4/14/2016 12:00:00,163.51,163.52,163.4,163.46
4/14/2016 11:00:00,163.56,163.65,163.45,163.52
4/14/2016 10:00:00,163.68,163.73,163.5,163.55
4/14/2016 9:00:00,163.9,163.98,163.68,163.68
4/14/2016 8:00:00,163.89,163.96,163.78,163.9
4/14/2016 7:00:00,163.86,163.94,163.8,163.89
4/13/2016 21:00:00,163.91,163.91,163.91,163.91
4/13/2016 20:00:00,163.93,163.95,163.91,163.91
4/13/2016 19:00:00,163.9,163.95,163.89,163.94
4/13/2016 18:00:00,163.87,163.96,163.86,163.9
4/13/2016 17:00:00,163.89,163.96,163.86,163.87
4/13/2016 16:00:00,163.71,163.9,163.67,163.9
4/13/2016 15:00:00,163.52,163.73,163.52,163.71
4/13/2016 14:00:00,163.56,163.57,163.44,163.52
4/13/2016 13:00:00,163.54,163.63,163.47,163.55
4/13/2016 12:00:00,163.47,163.56,163.46,163.53
4/13/2016 11:00:00,163.43,163.58,163.41,163.46
4/13/2016 10:00:00,163.64,163.65,163.39,163.43
4/13/2016 9:00:00,163.61,163.67,163.54,163.63
4/13/2016 8:00:00,163.52,163.63,163.44,163.61
4/13/2016 7:00:00,163.25,163.53,163.16,163.51
4/12/2016 21:00:00,163.33,163.33,163.33,163.33
4/12/2016 20:00:00,163.27,163.34,163.25,163.33
4/12/2016 19:00:00,163.31,163.31,163.27,163.27
4/12/2016 18:00:00,163.26,163.35,163.25,163.3
4/12/2016 17:00:00,163.36,163.4,163.24,163.25
4/12/2016 16:00:00,163.55,163.56,163.36,163.37
4/12/2016 15:00:00,163.6,163.7,163.53,163.55
4/12/2016 14:00:00,163.65,163.69,163.46,163.6
4/12/2016 13:00:00,163.53,163.66,163.51,163.65
4/12/2016 12:00:00,163.61,163.61,163.48,163.52
4/12/2016 11:00:00,163.58,163.66,163.56,163.62
4/12/2016 10:00:00,163.56,163.66,163.55,163.58
4/12/2016 9:00:00,163.64,163.67,163.43,163.57
4/12/2016 8:00:00,163.81,163.87,163.64,163.64
4/12/2016 7:00:00,164.01,164.02,163.8,163.8
4/11/2016 21:00:00,164.07,164.07,164.07,164.07
4/11/2016 20:00:00,164.08,164.09,164.03,164.06
4/11/2016 19:00:00,164.09,164.09,164.04,164.08
4/11/2016 18:00:00,164.09,164.13,164.06,164.09
4/11/2016 17:00:00,164.1,164.15,164.08,164.08
4/11/2016 16:00:00,163.97,164.17,163.97,164.1
4/11/2016 15:00:00,163.74,163.98,163.74,163.97
4/11/2016 14:00:00,163.88,163.9,163.74,163.74
4/11/2016 13:00:00,164.03,164.08,163.88,163.88
4/11/2016 12:00:00,163.96,164.06,163.94,164.03
4/11/2016 11:00:00,164.33,164.35,163.9,163.96
4/11/2016 10:00:00,164.45,164.46,164.33,164.33
4/11/2016 9:00:00,164.45,164.49,164.36,164.45
4/11/2016 8:00:00,164.36,164.6,164.36,164.45
4/11/2016 7:00:00,164.4,164.41,164.29,164.36
4/8/2016 21:00:00,164.33,164.33,164.33,164.33
4/8/2016 20:00:00,164.32,164.39,164.32,164.33
4/8/2016 19:00:00,164.32,164.35,164.3,164.33
4/8/2016 18:00:00,164.29,164.34,164.28,164.32
4/8/2016 17:00:00,164.29,164.3,164.26,164.29
4/8/2016 16:00:00,164.22,164.33,164.17,164.29
4/8/2016 15:00:00,164.22,164.24,164.15,164.22
4/8/2016 14:00:00,164.13,164.3,164.08,164.22
4/8/2016 13:00:00,164.23,164.23,164.05,164.14
4/8/2016 12:00:00,164.23,164.27,164.17,164.23
4/8/2016 11:00:00,164.24,164.27,164.19,164.23
4/8/2016 10:00:00,164.17,164.27,164.14,164.24
4/8/2016 9:00:00,164.18,164.28,164.11,164.16
4/8/2016 8:00:00,164.27,164.32,164.1,164.18
4/8/2016 7:00:00,164.18,164.37,164.17,164.27
4/7/2016 21:00:00,164.39,164.39,164.39,164.39
4/7/2016 20:00:00,164.42,164.43,164.37,164.38
4/7/2016 19:00:00,164.38,164.43,164.38,164.42
4/7/2016 18:00:00,164.38,164.39,164.31,164.38
4/7/2016 17:00:00,164.34,164.43,164.34,164.38
4/7/2016 16:00:00,164.31,164.43,164.3,164.35
4/7/2016 15:00:00,164.27,164.39,164.26,164.31
4/7/2016 14:00:00,164.16,164.34,164.12,164.27
4/7/2016 13:00:00,164.06,164.19,164.01,164.17
4/7/2016 12:00:00,164.18,164.2,164.03,164.05
4/7/2016 11:00:00,164.16,164.21,164.12,164.19
4/7/2016 10:00:00,164.1,164.2,163.97,164.16
4/7/2016 9:00:00,164.12,164.18,164.03,164.1
4/7/2016 8:00:00,163.94,164.15,163.9,164.12
4/7/2016 7:00:00,164,164,163.82,163.94
4/6/2016 21:00:00,163.95,163.95,163.95,163.95
4/6/2016 20:00:00,163.95,163.96,163.88,163.92
4/6/2016 19:00:00,163.89,163.98,163.85,163.93
4/6/2016 18:00:00,163.94,163.95,163.87,163.89
4/6/2016 17:00:00,163.9,163.95,163.89,163.95
4/6/2016 16:00:00,163.95,163.99,163.89,163.9
4/6/2016 15:00:00,163.9,164.02,163.87,163.95
4/6/2016 14:00:00,163.83,163.96,163.82,163.91
4/6/2016 13:00:00,163.85,163.98,163.81,163.84
4/6/2016 12:00:00,163.88,163.93,163.81,163.86
4/6/2016 11:00:00,163.79,163.9,163.76,163.89
4/6/2016 10:00:00,163.94,163.95,163.72,163.78
4/6/2016 9:00:00,164.05,164.09,163.9,163.95
4/6/2016 8:00:00,164.24,164.28,164.02,164.06
4/6/2016 7:00:00,164.1,164.26,164.08,164.24
4/5/2016 21:00:00,164.28,164.28,164.28,164.28
4/5/2016 20:00:00,164.27,164.3,164.26,164.28
4/5/2016 19:00:00,164.28,164.3,164.23,164.26
4/5/2016 18:00:00,164.23,164.3,164.23,164.27
4/5/2016 17:00:00,164.15,164.27,164.11,164.23
4/5/2016 16:00:00,164.15,164.22,164.06,164.16
4/5/2016 15:00:00,164.26,164.3,164.15,164.15
4/5/2016 14:00:00,164.19,164.35,164.18,164.27
4/5/2016 13:00:00,164.22,164.28,164.13,164.19
4/5/2016 12:00:00,164.37,164.38,164.22,164.22
4/5/2016 11:00:00,164.31,164.43,164.29,164.38
4/5/2016 10:00:00,164.22,164.34,164.14,164.32
4/5/2016 9:00:00,164.2,164.32,164.18,164.23
4/5/2016 8:00:00,164,164.28,164,164.2
4/5/2016 7:00:00,163.89,164.06,163.87,164
4/4/2016 21:00:00,163.75,163.75,163.75,163.75
4/4/2016 20:00:00,163.71,163.78,163.71,163.74
4/4/2016 19:00:00,163.76,163.77,163.7,163.71
4/4/2016 18:00:00,163.78,163.79,163.73,163.75
4/4/2016 17:00:00,163.69,163.8,163.69,163.78
4/4/2016 16:00:00,163.6,163.77,163.59,163.7
4/4/2016 15:00:00,163.51,163.62,163.48,163.6
4/4/2016 14:00:00,163.65,163.67,163.47,163.51
4/4/2016 13:00:00,163.55,163.67,163.49,163.66
4/4/2016 12:00:00,163.44,163.57,163.43,163.56
4/4/2016 11:00:00,163.6,163.61,163.44,163.44
4/4/2016 10:00:00,163.69,163.71,163.56,163.6
4/4/2016 9:00:00,163.61,163.72,163.55,163.68
4/4/2016 8:00:00,163.78,163.8,163.61,163.62
4/4/2016 7:00:00,163.88,163.93,163.7,163.77
4/1/2016 21:00:00,163.73,163.73,163.73,163.73
4/1/2016 20:00:00,163.66,163.78,163.66,163.77
4/1/2016 19:00:00,163.77,163.77,163.66,163.66
4/1/2016 18:00:00,163.76,163.79,163.73,163.77
4/1/2016 17:00:00,163.67,163.8,163.65,163.76
4/1/2016 16:00:00,163.48,163.69,163.47,163.67
4/1/2016 15:00:00,163.62,163.66,163.45,163.48
4/1/2016 14:00:00,163.59,163.78,163.58,163.61
4/1/2016 13:00:00,163.52,163.65,163.33,163.59
4/1/2016 12:00:00,163.52,163.57,163.48,163.52
4/1/2016 11:00:00,163.38,163.6,163.38,163.52
4/1/2016 10:00:00,163.28,163.39,163.27,163.39
